SaleTransaction{uuid='F3B7DE17-B2F0-1F17-2B2D-5E947D8E6355', timestamp='27th Aug 2020 04:10:41', type='brazilian', size='L', price='£4.50', offer='ga', discount='', userId=8, country=UK, city='London'}
SaleTransaction{uuid='7FCE21F0-00DF-50EB-A92A-7D0E04C19E24', timestamp='06/08/2020 11:10:08', type='brazilian', size='P', price='€1.30', offer='ga', discount='20%', userId=3055, country=ITALY, city='Turin'}
SaleTransaction{uuid='4F1F5854-1701-7906-3C95-B4F95DCC529B', timestamp='31/08/2020 06:31:21', type='brazilian', size='P', price='€1.30', offer='', discount='', userId=3021, country=ITALY, city='Turin'}
SaleTransaction{uuid='091292A1-9163-BD88-1119-69AD07591643', timestamp='29/08/2020 12:48:42', type='colombian', size='GG', price='€3', offer='h&l', discount='', userId=3064, country=ITALY, city='Turin'}
SaleTransaction{uuid='82D40B7F-889C-53E5-DB0F-C1C9E9ABD945', timestamp='08/08/2020 07:36:56', type='brazilian', size='GG', price='€3', offer='', discount='20%', userId=3100, country=ITALY, city='Turin'}
SaleTransaction{uuid='4784C8F4-0189-EBCB-E4C3-E5CA1D8745CF', timestamp='30/08/2020 08:14:48', type='blend', size='M', price='€1.30', offer='', discount='', userId=3098, country=ITALY, city='Turin'}
SaleTransaction{uuid='B8870C83-70F7-0613-17BE-2839FC8B5AB3', timestamp='02/08/2020 03:29:08', type='espresso', size='G', price='€1.30', offer='', discount='', userId=3057, country=ITALY, city='Turin'}
SaleTransaction{uuid='641355C3-4EDF-C209-76B1-E313856C8D19', timestamp='16/08/2020 05:11:38', type='brazilian', size='M', price='€1.30', offer='', discount='', userId=3079, country=ITALY, city='Turin'}
SaleTransaction{uuid='FB952D50-CFCB-9FED-B6A7-1851E3EFF548', timestamp='15/08/2020 02:30:49', type='espresso', size='GG', price='€3', offer='', discount='', userId=3021, country=ITALY, city='Turin'}
SaleTransaction{uuid='A9E16D7F-B337-ACF4-9E7D-4B9224F63364', timestamp='09/08/2020 09:23:22', type='brazilian', size='GG', price='€3', offer='', discount='', userId=3019, country=ITALY, city='Turin'}
SaleTransaction{uuid='E879B402-8703-0E5D-9132-E47522BEAF21', timestamp='30/08/2020 12:49:15', type='colombian', size='M', price='€1.30', offer='', discount='', userId=3024, country=ITALY, city='Turin'}
SaleTransaction{uuid='B5711471-CDCE-99C0-E0AE-B0253484C412', timestamp='14/08/2020 01:51:28', type='colombian', size='M', price='€1.30', offer='', discount='20%', userId=3067, country=ITALY, city='Turin'}
SaleTransaction{uuid='91C4B1A7-E588-DD66-D7CE-463977CE59A8', timestamp='14/08/2020 10:14:41', type='espresso', size='M', price='€1.30', offer='', discount='', userId=3027, country=ITALY, city='Turin'}
SaleTransaction{uuid='88B965C3-DCD3-ED08-263F-D6572CF9981D', timestamp='13/08/2020 07:33:15', type='blend', size='G', price='€1.30', offer='', discount='', userId=3030, country=ITALY, city='Turin'}
SaleTransaction{uuid='401BE6AA-940E-6FF3-8F0D-4A87117D8E71', timestamp='30/08/2020 12:53:11', type='espresso', size='G', price='€1.30', offer='', discount='', userId=3002, country=ITALY, city='Turin'}
SaleTransaction{uuid='E20E7449-5D3B-193E-AE3B-DFFEBD611297', timestamp='07/08/2020 03:29:56', type='colombian', size='G', price='€1.30', offer='', discount='30%', userId=3073, country=ITALY, city='Turin'}
SaleTransaction{uuid='C2DB542A-A673-4907-2D62-8A50F6966E32', timestamp='28/08/2020 12:47:24', type='espresso', size='G', price='€1.30', offer='', discount='', userId=3097, country=ITALY, city='Turin'}
SaleTransaction{uuid='2618398D-46B1-A79C-D9ED-4E2C5D00A8D0', timestamp='16/08/2020 06:01:50', type='blend', size='M', price='€1.30', offer='gft', discount='20%', userId=3088, country=ITALY, city='Turin'}
SaleTransaction{uuid='786B2918-8717-F67C-135E-F069428FAC1E', timestamp='12/08/2020 08:43:52', type='blend', size='GG', price='€3', offer='', discount='', userId=3079, country=ITALY, city='Turin'}
SaleTransaction{uuid='3C4D9EED-0584-8489-FF8C-6CEF7846D473', timestamp='06/08/2020 05:46:25', type='blend', size='G', price='€1.30', offer='', discount='30%', userId=3030, country=ITALY, city='Turin'}
SaleTransaction{uuid='0C906491-C5B1-EC3D-D4B8-B65563BAB0D7', timestamp='24/08/2020 02:22:02', type='colombian', size='P', price='€1.30', offer='sg', discount='30%', userId=3052, country=ITALY, city='Turin'}
SaleTransaction{uuid='A98F03DD-6204-920C-6963-50DD69E17EDF', timestamp='31/08/2020 02:47:25', type='espresso', size='G', price='€1.30', offer='', discount='', userId=3072, country=ITALY, city='Turin'}
SaleTransaction{uuid='E5A18371-FA31-18C7-D6B4-27CFE12DD23F', timestamp='23/08/2020 07:52:20', type='espresso', size='GG', price='€3', offer='', discount='', userId=3016, country=ITALY, city='Turin'}
SaleTransaction{uuid='55F2685D-9697-16DA-4380-F7890E062F58', timestamp='15/08/2020 08:26:05', type='colombian', size='GG', price='€3', offer='', discount='', userId=3023, country=ITALY, city='Turin'}
SaleTransaction{uuid='307CA489-FF3B-C66C-5E6B-8385A5BC23BB', timestamp='07/08/2020 01:33:46', type='blend', size='P', price='€1.30', offer='gft', discount='25%', userId=3092, country=ITALY, city='Turin'}
SaleTransaction{uuid='D2AD5991-054B-1C7B-2924-11278266A6AA', timestamp='27/08/2020 04:35:26', type='brazilian', size='G', price='€1.30', offer='', discount='', userId=3079, country=ITALY, city='Turin'}
SaleTransaction{uuid='DCA461F5-03D2-3D7F-F287-4639FB90A56F', timestamp='14/08/2020 03:10:14', type='colombian', size='GG', price='€3', offer='', discount='', userId=3071, country=ITALY, city='Turin'}
SaleTransaction{uuid='528EAF66-D3AE-42AE-64E7-6F2AC8452B47', timestamp='10/08/2020 01:17:07', type='colombian', size='M', price='€1.30', offer='', discount='15%', userId=3090, country=ITALY, city='Turin'}
SaleTransaction{uuid='0B500F35-7465-DB70-5176-2501643B2643', timestamp='23/08/2020 11:02:15', type='espresso', size='M', price='€1.30', offer='', discount='', userId=3026, country=ITALY, city='Turin'}
SaleTransaction{uuid='170A9FD5-88FF-6DEC-A49F-3EF1C3748AC2', timestamp='13/08/2020 04:07:12', type='brazilian', size='M', price='€1.30', offer='h&l', discount='', userId=3058, country=ITALY, city='Turin'}
SaleTransaction{uuid='068CCAD9-1B59-06AF-627D-D1812AE4B522', timestamp='05/08/2020 01:47:37', type='espresso', size='G', price='€1.30', offer='', discount='', userId=3017, country=ITALY, city='Turin'}
SaleTransaction{uuid='DD7B462D-C21D-A591-7E5B-2D7EC8E06097', timestamp='31/08/2020 01:00:52', type='colombian', size='GG', price='€3', offer='', discount='', userId=3060, country=ITALY, city='Turin'}
SaleTransaction{uuid='66EF0AAB-6F0B-5411-B77D-856FE4952B91', timestamp='13/08/2020 05:57:05', type='brazilian', size='P', price='€1.30', offer='', discount='', userId=3045, country=ITALY, city='Turin'}
